source	guid	sha256	bytes	lines	game_objects	mono_behaviours	fsms	sprite_renderers	animators	audio_sources	colliders_2d	prefab_instances
Assets/Prefabs/Hornet Enemies/Centipede Farmer Projectile.prefab	b72e5d0ffec8c3b46acb9c808da1dafe	ba3eecbc4ca35f3c13f82f5de0effc75422f4e141b2d9e9fb0e64e35ca088506	177180	7044	7	18	1	0	0	1	2	0
Assets/Prefabs/Hornet Enemies/Chef Maggot Blob High.prefab	453394f16e783764b981f542a3fad8ea	83b4979de2e14fadf00a533777b87b4378e4c663c858575093749c0bdd5063eb	346187	14673	8	8	1	0	0	1	2	0
Assets/Prefabs/Hornet Enemies/Chef Maggot Blob.prefab	e50a92ec6e7fde04baa7ba0a70bba1aa	01420ada084aba323f759c526fd0224d41f8daedd5ffbcb1e1eba3163c3de9e9	346577	14685	8	9	1	0	0	1	2	0
Assets/Prefabs/Hornet Enemies/Coral Bubble.prefab	d0cef094b3221ac4e9b003f85171b37c	8b575fef7ba2c94fba0394a76d9c117e44a7c38b5be66c49db3feb843b5543fc	133096	5256	7	11	1	0	0	0	5	0
Assets/Prefabs/Hornet Enemies/Coral Hunter Sickle.prefab	497ddff65c5201644b89b2a07b67d221	522e88543717c279a51d9348fe0caaf3a23303ea3e19758e399a45d53848b4eb	135458	5356	4	7	2	0	0	1	3	0
Assets/Prefabs/Hornet Enemies/Coral Hunter.prefab	6c856bdc39561bd42be17769a9e7a36b	aac7075d87ebe7cf84647c153cdc65651cde84bc8fd2ae7e272e77eb610fba55	410071	15023	15	20	2	1	0	2	5	0
Assets/Prefabs/Hornet Enemies/Coral SingleSpire Wall.prefab	74f559c424128334e91aa61208992746	2a3ca1f045c20ffd60fe6c7108b52ebdbe03c1ad0a0d91e20bca0eb8e6b2bb21	509931	21012	14	15	4	0	0	0	3	0
Assets/Prefabs/Hornet Enemies/Coral SingleSpire.prefab	b66afa2975fc6b646819a79324b5d5c0	eb6aefceae38256eec3e9f9529e68ccbdda48291bff54efac849fab558f63de2	509933	21012	14	15	4	0	0	0	3	0
Assets/Prefabs/Hornet Enemies/Corpse Aspid Hopper.prefab	a0be6c70b92214a4d96cc29e3766b347	4f84a726ac9134a38c818cee2c6e1ce64b68516fc7db20e20f4b2011aa0866ed	893398	37652	32	32	1	3	1	3	7	0
Assets/Prefabs/Hornet Enemies/Corpses/Bloom Puncher Corpse.prefab	c9e17d48dc8956b48ac25ecbcb3c4af9	1b5a5e70280c9891c58622b5730d56cd708a3efdc96ff14be1e2ab8f72bc21f8	114599	4839	3	5	0	0	0	0	0	0
Assets/Prefabs/Hornet Enemies/Corpses/Bloom Puncher Head.prefab	91516817ce9658948981e650ae83a982	7a68f97819d74945d157d9e25542c73e3d9bf8988e602d832f5ad25bd8d6c45d	189205	7653	4	6	1	0	0	1	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Bloom Shooter Corpse.prefab	5eb62892b2ae76940b9b3bbf9305862b	75cfba3ca2f76d4e683bebdf7b17e59df18c2a55c3c26455aa6e090d4f531bcc	113193	4779	3	4	0	0	0	0	0	0
Assets/Prefabs/Hornet Enemies/Corpses/Centipede Trap Corpse.prefab	4422ac5a48534204aad8a5dc620ff854	4fd9e7dd11597f8ce9bcbd47d3b74aa9eb8f98f1f2e7ae3fc769ef0dc0c6c6db	155213	6378	3	6	1	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Abyss Crawler Large.prefab	d01b46363ff2c534a89a671362166e08	94cef7778c13c73a4ced0b19b5a6be4ac5bc63728282008748859b5119cd4444	163894	6628	11	31	0	0	0	1	5	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Arborium Keeper.prefab	84be76225e808a346bfdc35e89d02f83	43352e4af09509203bc3eb442aefaa259b1124e22fe58604aeb3dd94ebce33b4	27142	1012	4	9	1	0	0	1	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Aspid Collector.prefab	effdad37fd56aac43a070a458f5b9b57	2d8580ba64a83899b6a5d312b85b0034f39b78fad0cbc92a547ece7ed251b7b8	10581	380	1	8	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Aspid Hatchling.prefab	478a6d0c45faf5348a6301ea637f0cf8	c376a6fae9f9a59a7b6014a5399b441af3526d24a38ed0ca5a35c4f205fac533	4514	154	1	3	0	0	0	0	0	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bell Fly.prefab	01210848b5da03b4da8b5523516cd8e4	c5a288de00ab229bcf6d78740e20ef99ccbe3e41bbb0f0c7eba1b6cd128ecaff	52508	1937	4	10	1	0	0	1	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bell Goomba Shiny Variant.prefab	8b4ec9de32058904ca3e8259beffd5fd	9a71f001c7b84614a56eab549b5517f0c7c88da6ff18b6ea72a58ef684210081	57187	2050	4	13	1	0	0	1	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bell Goomba.prefab	a2c4fc412a4875f46b155dd9e418a16c	55f5b0ee3239ff0ad9a668ae35df6225b838bb5be5440aa48108724e25e8ef3a	57193	2050	4	13	1	0	0	1	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Blade Spider Hang.prefab	2bdb61943ed4b954ea5e73fbc97bb021	7c7ce6d408f1f6bbd94766beac211f9763d1035481504e5516effef3ac803eed	10588	391	1	5	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Blade Spider.prefab	8af4e45d20d983149b7372a1284a964c	830e48b9ba58a920dd11937de3cd1866dc38ddde67c8ef95ca2eebf96bbe7287	10581	391	1	5	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bloat Roach.prefab	107c44f84e5f65644a919e1b776cf205	6b6d1e655295c32ff8d71548b054b8fefa0c6d3bdbc75c0763018ae993903972	219012	8984	11	29	1	0	0	1	5	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Blue Assistant.prefab	3ad705ce5bb110246aeff1a46b957d96	ea255c65dcca853ed1bbdeabf843c108a16119b35727de1981f22c6dd5cecbea	20674	755	4	10	0	0	0	2	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Circler Vicious.prefab	4ba3084825e903949b495adc36fab0db	ba2d9b4323a523a55955a1902d39484f08743b233ed753939ae1b22739904696	294200	12409	8	8	1	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Circler.prefab	b0c2b0a954f500b4486a344e88f7f063	1a187d006f89e3f3367652d4cec91f67a4b1852c27d2f4e182def140652a6405	296313	12504	8	8	1	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Crawler.prefab	da616176719de94408762ff8119657f9	02e13bc9eacf957ff45c119b1bcb72e33569d790a16f8ef56f988ef0664e359c	26612	1021	4	10	1	0	0	2	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Flyer Transient.prefab	ddebbbfd10a598149ab8e55fa01d6c7e	6df9766208067db342b5e2f04d1b0696aa98c9688a520c8a6428b6ae24a2bd6e	17314	635	4	9	1	0	0	0	0	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Flyer.prefab	dc121e4b411d4a949aea6d1ecaba34cb	957a82fda6a991f2d88cd6f5f89f826c13d3e234ebfb2e70e60149d030a6ae83	594869	25090	18	21	1	0	0	2	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Goomba Bounce Fly.prefab	6250ccef0a5d9694bb9bc7d48ff4008e	464eef55555445eb8096df39bd0525e8aac19d3d49b8b99e890eb7fbd3cd4aaa	461456	19519	12	9	1	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Goomba Large.prefab	80c279676323556489ad09b528b4d64d	7ef0feafb0bffc5d5e005794a7cab4ae7a1623ec471de04f08cfdc12b35267d7	1227586	51872	35	27	1	0	0	3	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Goomba.prefab	e52196971a656e944932dfe162079df6	75d5cdfba20b09762e2f2a26ec39ac4667d3792dfd170636eb895918f6fbd167	352411	14878	10	8	1	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hopper Giant.prefab	2e84caff76ac77f42ae39c80eefc09d6	3f502b828e3354cf9c04db4eb82003e23f0194160682001d62f56eaad1a1a5bc	170428	6958	11	22	0	0	0	7	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hopper.prefab	359a7d49b343cda4c9a7a742b31d9734	a8f19b1c51228e0d63399d6d39411590a404e4a12eb4f445c61e9c670e954c1a	591367	24971	18	15	3	0	0	2	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Buzzer Transient.prefab	1b0272fb389f3e645a9b07c46153d447	c82e1473f59eed1fdbed93e9c1723cdd20bfb54321d596330fe05c9f4c7c6d21	292301	12347	8	7	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Buzzer.prefab	2287daa0eea08ec4ebdf38c04103abe2	6faab3b3dc3c4a9db79499b537d395700dc0fef7d7b609b51b644cde346464ca	292291	12347	8	7	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Child Transient.prefab	15ccd83a297aa3744ac30e13fe00aaa3	9b5f428a301467ed71f93ba6dd02f83df4dccd31a3cb687bf2613ee715128ea0	306324	12848	11	15	0	0	0	1	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Child TransientAllPieces.prefab	ccca856bd1278314f889ba80e37491ec	849fb7136da827335fa3ca35dd6717d63e87cc7d44fb55090321750e5e083a0f	23193	838	4	15	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Child.prefab	536b0f14bb169c346bf9e73a864c850e	fa2e5e13adc8e3f9cdec1c0b96dc67318b40927b92cfee61ccf277c1f2130e51	313172	13115	11	20	1	0	0	1	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Fly Chief.prefab	dae3c14d27e4f4d4fa88149ce1da6e09	2a870cff2334a01045abf85ecc93d124aaa31b4075927ca6d7e22236626e5676	13720	514	2	7	0	0	0	2	0	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Fly TransientAllPieces.prefab	660ca71c479cd8640af194df589ac759	274e866ef469ff502c6a53179d18268066ac2b5ee20af3bdbb32404b9fd04af7	23209	838	4	15	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Fly.prefab	7f3d332544f506f458670a20f35d7a7a	07c0da3cd8ca445b924c61e65239c436b262da453f1615ffb3abe2dc2531f634	26682	975	4	15	0	0	0	1	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Throw.prefab	db2bc3195e99efb4a84591c23b0a90b3	5fb462e32aa91b6c748c00e637413d896bdc00ee4b55a887a561bcf312bf2235	39118	1434	7	19	0	0	0	3	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Tiny.prefab	86d02bd5c442e404e8453fec4ead4db7	a69aecbdb9209c4df804f69cb0e17b692d7847012b8690d6242b78be8678082c	31579	1155	5	19	1	0	0	0	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter TransientAllPieces.prefab	63d346cd42d64c34dace89b0409f8493	6d3baca8d8f3b9243b1d7f0c037964d87b19ce66d9ba79fc536d4aad3f616b6c	23181	838	4	15	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Trapper.prefab	d7ffd995b0bb7454ca6b934a3ee510cc	ef5bd2182668ce026c4b2f4a9dfa217b5db95b2b44a89c7e57f2ecb114820734	187570	7525	5	8	1	0	0	2	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter.prefab	ff54cf80eb741bc4594c3e9db301687e	86bec5650338d89693d9e382e841a41d4c9f06e3a3fd8644e23c4aad336a5024	313502	13127	11	20	1	0	0	1	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Roller.prefab	713201b64ad53a84e8f5cb779a24cf70	cf878a02fdec8077300dd090ff298bab74234d846b645e2581d17756604263da	10524	391	1	5	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Spitter.prefab	c3708f1cf7bf55e4cbeed11855b702c6	89580222a090407e983f3b5ee261a43028f66afb86b745cd559a35f4c3ae7086	18412	689	4	6	1	2	0	0	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Thumper.prefab	1c29a98695f3bd24488552d326417ce8	e21199a849053126a40dd3282a94d5c21f4a7432f3afbcff009463dcfca21fff	22987	849	4	10	0	0	0	3	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Worm BlueBlood.prefab	ca1d81f163a78344fa14da5080787458	37a9c678548b88be00bb9ef0570e5d2fc9f3443dc6f5e4443af6b3c0b58cb776	194967	8081	12	13	0	4	1	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Worm BlueTurret.prefab	cea1a69e4b75a844c985b196d755b2d3	23af0f89f07305dbb06c193e96885fd4bfc788852bf6d061ebf98939aa81de8d	314053	13094	16	18	0	5	1	1	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Citadel Bat Large.prefab	c244e81b7610eea42b272165a8a43650	4e2dfea12d2d2cab139e34ea3af877681f52c6b86b2ec291174f05470f6d5b63	8221	293	1	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Citadel Bat Transient.prefab	aa2ea86e75be93041b71b0349dd3f400	74dddfb6f1d503c583fb020f9614f4ca8dd387f10a71f33445d721fda69dc185	8226	293	1	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Citadel Bat.prefab	9564922f8ddc00f47acbc61ea2f9406e	0631adfab290a991f04dfb7912aa5cbbd85b38cbb5fae3a0dd952f8429ca8203	8525	297	1	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Cloverstag.prefab	da11f74cc05df4349bd233fe985987ad	aa09c1dd4f79b97d24cb94f563a099f866ea5091d7cc54209d272d43e8459856	8340	296	1	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Conch Shooter Heavy Transient.prefab	067cc89430a611f4f81a6449d1ca4ae2	02d1dd6fd6c28ec58e6a33b86537cae46fa9521e8f6adcbdd19f12cf3d765434	65268	2710	2	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Conch Shooter Heavy.prefab	2d8ecd277dcee804ea64b537895da4a0	e4e81250016181057042eeb522bd11b45cc1cf67773feb043803e5e25b394153	65302	2711	2	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Conch Shooter.prefab	887f5557528efe742b7941d77e71a999	193cbdbb432a222d473dce50a07cb34cfad2e68169f351e4ee2f5270f9906465	65305	2711	2	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Conch Stabber.prefab	620d4e43af83c634cb241fc55a077c7c	5d1e4f5570bb0748e603392ea2e466cca9fa95e80bea13e775d0553934926d23	8323	294	1	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Big Jellyfish.prefab	e6120320b8efa4e47952bf4e8b36bb2c	dfce46d671c5f06eee8c358b1e7a8a9238b24c22dc239c49d57595ffde3992d4	252109	9294	27	72	6	0	0	6	10	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Brawler.prefab	799b0d8f7d2bc744fbfaec31388afa28	1caf785d30db1c73a0df3f1fb64df542866e8e87f1f40028d8468b260b77b887	367463	15445	11	11	1	0	0	3	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Bubble Brute.prefab	d710d3c045a42a6479d7f045df00a015	0d34bf19ef2fba57ee943df22035cb817c6d5ba1a14be23c8eb82a3f99b178ca	481626	20275	13	11	1	0	0	2	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Conch Driller Giant Solo.prefab	317bba91a7db4a647a34946963a90e25	217554c687a54e6ad73143441491a76da57080258c1c52b4e5d4dd450ad9b815	188243	7521	7	16	1	0	0	0	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Conch Driller Giant.prefab	2db4e4a5de4ea41489b2d3cbe83c07d2	6afaf1ed279d62e5596d3953bd137ed914937cb23b2e1e6243d360dbff2cfb62	182717	7319	7	16	1	0	0	0	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Conch Driller Minion.prefab	9d3756af97d98104b811640e3f342dca	768f413b6f5847860978e7fc854066547d848041b93e9485c5dd8d703c126521	123229	5169	3	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Conch Driller NonTransient.prefab	c95a309c774dc384e9a3129d5c6b181b	b46ccb678025be60ddcd08ea38f9f41d4a84abe0c835b14290bac322eae20ab0	254582	10621	10	15	0	0	0	0	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Conch Driller.prefab	32aedb32bb3d01442bab572a29c0f957	8a943e9d35e51d5c642c13e70fda86b7be6cc34fa35c52ff1f18af6c1603f309	254625	10621	10	15	0	0	0	0	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Flyer Throw.prefab	122793054aaf3424ab6d312ad437d1b8	862701801aeee0a474bfd5dc28aaab8cfb9b27416a0051ee449065bd6e9c9c0a	235287	9929	6	5	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Flyer.prefab	3f7828ff124946b4a8b96f4b80b2348d	51e8a1d762d57528dededb19677e3511b3d0691e534f483a5257b4b83f209818	239110	10080	6	6	1	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Goomba L.prefab	6368008b69a0ab74a825533ab824bc5a	b4672ef15caa53b126b393f24d8e53b85e742bfab9a4b8fabe452fb0c58f7679	147689	6049	7	12	1	1	0	0	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Goomba Large New.prefab	663b73b2e3e3f6a448a550a5c497f499	ddbcb9c1fbdd92a6391e795894ca2b233387ec475d5a8afbf15ae822348bc16a	293299	12048	17	36	0	0	0	3	7	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Goomba M.prefab	91853dfddde7a944987d3f11689a2df3	c5dae247df4fdef75b5f72e54362ebddbf8264776ae89b8f34f06fb4f46ab6de	147548	6044	7	12	1	1	0	0	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Hunter.prefab	5cd6734ad76f1bb4b9e9e9bf52601756	3a1adf7539c152e18160ea2cdae39df44de0d4b1885ff4c796401e6b71bb1f35	295068	12444	7	6	1	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Judge.prefab	4b2ea99f4b9257f41867f4727c477148	e049b896f62da143dcd5828c8048c984c51306d40f6a82336f0c5b3a3f1edf3e	31857	1174	6	13	0	2	0	2	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Poke Swimmer.prefab	b1a4c1ae2d774734a8992f1e36d8df6b	b2ead52672e67023bde7f1d7b69b0778a8fa1efa0b5fcfa01339b0a79e0433ae	18465	692	2	10	0	1	0	1	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Spike Goomba.prefab	5b12bdd13444ea04c88a47fb97d4b01f	6f568d71b1c7e86325482d38ccf68d1d3a3a8cc798bc3471e7a485f4f79c4159	68893	2861	3	5	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Spike Swimmer.prefab	8f66b0c7269b047448d13b2ea01e0abb	51202f7c1fff24f5152990a43875038b37abd9c34f7a54b16621e56b13ac7843	9768	356	1	7	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Swimmer Fat.prefab	d4c431c3c99165a4a8394966859f3ea9	ab3403ef8ec3675eac9d59712c7cb4a68a448a51157ec983145b59592b3c0a50	9737	356	1	7	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Warrior Grey.prefab	e00222da3d23dbc43b70c2e3f1255c3b	8f71363c6dc9e705c1613702839820105385b688bc8a47e49c9b97fb7e70ed60	835883	34902	22	29	1	2	1	2	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Warrior.prefab	eb444a5fa07aa834086baed74010f0f9	31383850bf955d8765f19d4c92b47fdfdb892796086014053ade11bc26fcbbb6	308055	12945	9	10	1	0	0	2	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Crow.prefab	fde3fb478e654a6469ec9be83392b9f4	9c8e16de0367b04a8163fb0e991d94649d86f3e55c4b6b358a8124216ce00da2	120361	5063	3	5	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Crowman Dagger Juror.prefab	c2e39c638f708b6469f88e080bb74afe	3b16be2aeaac7766d9efe7f60414073a07167b644ba6a46201a9b61e3e8c51a4	204835	8439	9	25	0	0	0	2	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Crowman Dagger.prefab	f3e85bc84782d0a4e88b71c92c7974d5	31517f572a7fc25c1db73cba8980e5e7b2a334c7ba54ed22384b38c946d538d5	119809	5040	3	6	0	0	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Crowman Juror Tiny Wild.prefab	5d96aa5e54719154e8d51fdc0fa1842b	4649a2bb9fe4da6c84a241de75a0f3526983d9efa538d546949dd189d7353018	195191	8106	7	19	0	0	0	2	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Crowman Juror Tiny.prefab	e5f633748a90a1b41b01a04f6d2fa5ad	c830e49fef09b926a00b8cf7bfb793e445ecf0d0d87f057297b0082b077d9d1c	195184	8106	7	19	0	0	0	2	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Crowman Juror.prefab	fde7c02ee7b6a754bbef6fcc742934d7	0366a22910f8b85c414494d7b02e4a01f2b6a5566bfda835bd8fc699f147c7d5	222059	9060	13	32	0	0	0	2	7	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Crowman.prefab	f9a0041d66d97cb41ab168910015448e	9285ce0fde92d4c38a1ff5aa9f0e526074d1cb1d6a4ec83d11a0ef8de5726f21	127205	5308	4	10	0	0	0	1	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Bomber.prefab	0841823224391b74b87205c0c035f1f7	166b6c3654357400776a1fa7d696df7eb7f579560324ad17116aaac56ed38fa8	455075	18979	13	17	2	1	0	2	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Charger.prefab	3336e7503b0d10947901f7183213ed9f	a35c358c9272c2c39433f61e2d60cd5f63f0937afff29bbd761f1482b81980b3	308720	12957	11	13	1	0	0	3	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Flyer Transient Lava.prefab	1ea7c38f4f437604199079a8daaa86b1	eb2f3140898a726c6156869b9bb9c2880f6a687a195c9597923dd596d77372fb	232413	9775	8	12	0	1	0	1	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Flyer Transient.prefab	d94259332149dcf43ab2e6d78986a74e	9c6fa2930521e9ca4bd09a3d4c4891adfae08e849b99c009010e8fc6eed0325a	8485	297	1	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Flyer.prefab	f77f9c9575e204445a474857669e5b53	18567ed5d89af7b15dc202f27653d80485fe4bafbdb20c97cd63010f49b3eca8	294204	12410	8	8	1	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Worker.prefab	cbca99a32c61f434bac4cbab7247a8ca	e474af43f70065cffad943350ac4f13417307980480f06a05fd4e5108381955b	304610	12807	9	14	1	0	0	1	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dragonfly Large.prefab	0fd617254dfbef84fa5f08bb5126f410	8656917b290bd2bf10db8da832228eaffcc72a9f13665086613410bf61d4e111	8338	295	1	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dustroach.prefab	b93068bd99de32a408966eaed6c7c243	7bdfc630b0ae80315f29403f62e4b975ab850bb855cffcd0b2025eb4d62b2162	8480	301	1	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Farmer Catcher Transient.prefab	80472aa9076600a40b4befaf3473adc1	fe86480535f7d2e13f007133370bbaf4308a123669d33e623392508f4aa4ebd1	31021	1158	9	10	0	2	0	2	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Farmer Catcher.prefab	2e6dbfcde2eb26042a684d7195fc7d90	63921d344ef9f6c80ed0c305d3e0db2ea5c47b720490c096eab75c4a9fcf175f	31015	1158	9	10	0	2	0	2	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Farmer Centipede.prefab	c1974350b8a610a4f828fef423914b32	a2f210c129e097dff9f05990ce0052550287c7336a99712965ece7c2700b8351	30425	1130	9	10	0	2	0	2	3	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Farmer Scissors Transient.prefab	862e70a58aa69534aae5ba53a24d38c3	4aed83bcb5e8314a21554266d18aa8ac7dea3be56560e9f567db5e4c03866d04	30619	1127	6	13	0	0	0	1	5	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Farmer Scissors.prefab	7a7cdc0ae74b87143ae87713a8b5147d	8d2fcf1a3ae99c00ad2b395e629dbd28998893557b06d2fab1c4a9f4ac74dcb3	30665	1127	6	13	0	0	0	1	5	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Farmer Wisp.prefab	23fb574ba07876340bdc821a74ad2bd0	1f6daf7c48bbacdb4b1cc7f9ceb6c25c485d67c7c1f53303d04c540b942e9cd9	657877	27669	19	15	1	1	0	2	4	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Fields Flock Flyer Short.prefab	93c09a739516f644a80956cee06728d9	cc95448e2871b7d16e3babf04dfb86ced183d5e07fbb15555799b8ed86f0aaf9	8998	314	1	6	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Fields Flock Flyer Tall.prefab	f5df17714f0705d47be60b68ac8ca5f9	fa8b81b5a6ee7489e18decdf3efa005fd8957d727cc1f3c80817f6882eaad132	8997	314	1	6	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Fields Flyer.prefab	88da15c5ea112c043b480222aafde84b	3ba9ac7d6a679623f67d0fbaac867aa73c41f6c64894be05eaecdd06b58e807b	62716	2613	2	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Fields Goomba.prefab	046a716760a8eab4ca362600a68f48d1	83e01874a023d14b34a5e14b0178fa573babe2d30e28334c14638bdf3ca5e780	62731	2613	2	5	0	0	0	0	1	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Flower Drifter.prefab	62baf9b437f195e458bd3a0606d9d1b0	38c5c73bafcc7f1774789eea7b021f5a66e2e326cc4b09d4daa86f1815eb47d4	179723	7542	7	9	0	0	0	0	2	0
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Gloom Beast.prefab	81bd4c457a6badc47851e50bec4c5977	00f3e3f238f741396a4f20b08f9e85bcd4a55d87d49a94a1e2956f06bd16907e	189293	7918	8	14	0	0	0	3	1	0
