source	component_id	owner_id	owner_name	owner_hierarchy	line	target_scene	entry_point	is_door	entry_delay	always_enter_left	always_enter_right
Assets/Scenes/Hornet/Cog_09_Destroyed.unity	6248	962	right1	right1	393275	Cog_10_Destroyed	left1	0	0	0	0
Assets/Scenes/Hornet/Cog_09_Destroyed.unity	6249	1088	top1	top1	393323	Song_Tower_Destroyed	bot1	0	0	0	0
Assets/Scenes/Hornet/Cog_10.unity	4065	284	bot1	bot1	255064	Cog_05	top1	0	0	1	0
Assets/Scenes/Hornet/Cog_10_Destroyed.unity	8749	257	bot1	bot1	896011	Song_25	top2	0	0	0	0
Assets/Scenes/Hornet/Cog_10_Destroyed.unity	8750	1062	left1	left1	896059	Cog_09_Destroyed	right1	0	0	0	0
Assets/Scenes/Hornet/Cog_Bench.unity	2989	261	left1	left1	223810	Cog_04	door1	0	0	0	0
Assets/Scenes/Hornet/Cog_Dancers.unity	6117	466	right1	right1	468911	Song_25	left1	0	0	0	0
Assets/Scenes/Hornet/Cog_Dancers.unity	6118	570	door1	door1	468959	Cog_Pass	left1	1	0	0	0
Assets/Scenes/Hornet/Cog_Dancers.unity	6119	678	left1	left1	469007	Hang_07	right1	0	0	0	0
Assets/Scenes/Hornet/Cog_Dancers.unity	6120	755	bot1	bot1	469055	Cog_04	top1	0	0	0	1
Assets/Scenes/Hornet/Cog_Dancers.unity	6121	776	bot2	bot2	469103	Cog_04	top2	0	0	1	0
Assets/Scenes/Hornet/Cog_Dancers.unity	6122	938	top1	top1	469151	Cog_08	bot1	0	0	0	0
Assets/Scenes/Hornet/Cog_Dancers.unity	6123	1059	door_arriveFromTower	Boss Scene/door_arriveFromTower	469199			0	0	0	1
Assets/Scenes/Hornet/Cog_Pass.unity	2563	245	left2	left2	99166	Cog_04	door2	0	0	0	0
Assets/Scenes/Hornet/Cog_Pass.unity	2564	336	left1	left1	99214	Cog_Dancers	door1	0	0	0	0
Assets/Scenes/Hornet/Coral_02.unity	14652	1066	right1	right1	1398609	Coral_03	left3	0	0	0	0
Assets/Scenes/Hornet/Coral_02.unity	14653	1936	bot2	bot2	1398657	Coral_19	top2	0	0	1	0
Assets/Scenes/Hornet/Coral_03.unity	10376	201	right2	right2	732110	Coral_12	left2	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10377	266	right1	right1	732158	Coral_32	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10378	297	bot6	bot6	732206	Coral_19	top6	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10379	382	left2	left2	732254	Coral_11	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10380	558	bot8	bot8	732302	Coral_19	top8	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10381	572	left3	left3	732350	Coral_02	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10382	686	bot4	bot4	732398	Coral_19	top4	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10383	1039	bot5	bot5	732446	Coral_19	top5	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10384	1182	left1	left1	732494	Bellway_08	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10385	1377	bot3	bot3	732542	Coral_19	top3	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10386	1512	bot7	bot7	732590	Coral_19	top7	0	0	0	0
Assets/Scenes/Hornet/Coral_03.unity	10387	1535	right3	right3	732638	Coral_12	left3	0	0	0	0
Assets/Scenes/Hornet/Coral_10.unity	5638	166	left_firstEntrance	left_firstEntrance	378097		right1	0	0	0	0
Assets/Scenes/Hornet/Coral_10.unity	5639	321	right1	right1	378145	Song_19_entrance	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_10.unity	5640	563	left1	left1	378193	Coral_Judge_Arena	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_11.unity	6526	89	right1	right1	674283	Coral_03	left2	0	0	0	0
Assets/Scenes/Hornet/Coral_11.unity	6527	266	left1	left1	674331	Coral_11b	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_11b.unity	2825	173	left1	left1	191223	Coral_34	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_11b.unity	2826	304	right1	right1	191271	Coral_11	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_12.unity	8016	122	right1	right1	841670	Coral_37	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_12.unity	8017	189	left2	left2	841718	Coral_03	right2	0	0	0	0
Assets/Scenes/Hornet/Coral_12.unity	8018	476	left3	left3	841766	Coral_03	right3	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12791	573	top8	Coral_01/top8	929903	Coral_03	bot8	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12792	980	right1	Coral_01/right1	929951	Shellwood_08	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12793	1029	top3	Coral_01/top3	929999	Coral_03	bot3	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12794	1251	top1	top1	930047	Coral_19b	bot1	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12795	1432	bot1	bot1	930095	Aspid_01	top1	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12796	1508	top4	Coral_01/top4	930143	Coral_03	bot4	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12797	1698	bot2	bot2	930191	Aspid_01	top2	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12798	1765	top6	Coral_01/top6	930239	Coral_03	bot6	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12799	1899	top5	Coral_01/top5	930287	Coral_03	bot5	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12800	1927	bot7	bot7	930335	Aspid_01	top7	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12801	2017	top7	Coral_01/top7	930383	Coral_03	bot7	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12802	2045	bot3	bot3	930431	Aspid_01	top3	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12803	2158	bot5	bot5	930479	Aspid_01	top5	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12804	2222	bot4	bot4	930527	Aspid_01	top4	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12805	2458	top2	Coral_01/top2	930575	Coral_02	bot2	0	0	0	0
Assets/Scenes/Hornet/Coral_19.unity	12806	2689	bot6	bot6	930623	Aspid_01	top6	0	0	0	0
Assets/Scenes/Hornet/Coral_19b.unity	4192	256	bot1	bot1	362088	Coral_19	top1	0	0	0	1
Assets/Scenes/Hornet/Coral_23.unity	28015	344	left2	left2	5617453	Coral_39	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_23.unity	28016	1392	right1	right1	5617501	Coral_35b	left3	0	0	0	0
Assets/Scenes/Hornet/Coral_23.unity	28017	1727	left1	left1	5617549	Coral_25	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_24.unity	19516	566	left1	left1	4261022	Coral_35b	right2	0	0	0	0
Assets/Scenes/Hornet/Coral_24.unity	19517	930	right1	right1	4261070	Coral_26	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_25.unity	3974	683	bot1	bot1	222230	Coral_34	top1	0	0	0	0
Assets/Scenes/Hornet/Coral_25.unity	3975	804	right1	right1	222278	Coral_23	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_26.unity	9277	295	left2	left2	1853369	Coral_44	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_26.unity	9278	444	left1	left1	1853417	Coral_24	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_26.unity	9279	640	right1	right1	1853465	Coral_38	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_27.unity	15922	541	left1	left1	3376927	Coral_28	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_27.unity	15923	884	right1	right1	3376975	Coral_35b	left2	0	0	0	0
Assets/Scenes/Hornet/Coral_28.unity	7467	544	right1	right1	479844	Coral_27	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_28.unity	7468	1292	door1	door1	479892	Coral_Tower_01	left1	1	0	0	0
Assets/Scenes/Hornet/Coral_29.unity	21919	762	left1	left1	1958223	Coral_35b	door1	0	0	0	0
Assets/Scenes/Hornet/Coral_32.unity	14109	1138	left1	left1	1374464	Coral_03	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_32.unity	14110	1424	top1	top1	1374512	Coral_38	bot1	0	0	0	0
Assets/Scenes/Hornet/Coral_32.unity	14111	1917	right1	right1	1374560	Coral_Judge_Arena	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_33.unity	2771	47	right1	right1	306088	Coral_43	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_34.unity	9597	165	door1	door1	776010	Room_Pinstress	left1	1	0	0	0
Assets/Scenes/Hornet/Coral_34.unity	9598	177	right1	right1	776058	Coral_11b	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_34.unity	9599	233	top1	top1	776106	Coral_25	bot1	0	0	0	0
Assets/Scenes/Hornet/Coral_35.unity	4664	83	right1	right1	314230	Bellway_08	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_35.unity	4665	522	top1	top1	314278	Coral_35b	bot1	0	0	0	0
Assets/Scenes/Hornet/Coral_35.unity	4666	535	right2	right2	314326	Coral_36	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_35.unity	4667	698	left2	left2	314374	Coral_42	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_35.unity	4668	720	left1	left1	314422	Coral_43	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_35b.unity	7349	222	door1	door1	517764	Coral_29	left1	1	0	0	0
Assets/Scenes/Hornet/Coral_35b.unity	7350	263	left3	left3	517812	Coral_23	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_35b.unity	7351	278	bot1	bot1	517860	Coral_35	top1	0	0	0	0
Assets/Scenes/Hornet/Coral_35b.unity	7352	282	right2	right2	517908	Coral_24	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_35b.unity	7353	907	left5	left5	517956	Coral_41	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_35b.unity	7354	1158	right1	right1	518004	Coral_44	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_35b.unity	7355	1217	left4	left4	518052	Coral_40	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_35b.unity	7356	1592	left2	Group/left2	518100	Coral_27	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_36.unity	3155	495	left1	left1	153270	Coral_35	right2	0	0	0	0
Assets/Scenes/Hornet/Coral_37.unity	2088	109	left1	left1	173680	Coral_12	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_38.unity	8976	137	left1	left1	984223	Coral_26	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_38.unity	8977	612	right1	right1	984271	Bellshrine_Coral	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_38.unity	8978	929	bot1	bot1	984319	Coral_32	top1	0	0	0	0
Assets/Scenes/Hornet/Coral_39.unity	4231	82	right1	right1	407751	Coral_23	left2	0	0	0	0
Assets/Scenes/Hornet/Coral_40.unity	2064	402	right1	right1	95303	Coral_35b	left4	0	0	0	0
Assets/Scenes/Hornet/Coral_41.unity	16953	360	right1	right1	4002843	Coral_35b	left5	0	0	0	0
Assets/Scenes/Hornet/Coral_42.unity	3107	433	right1	right1	292062	Coral_35	left2	0	0	0	0
Assets/Scenes/Hornet/Coral_43.unity	3802	56	right1	Group/right1	339172	Coral_35	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_43.unity	3803	338	left1	left1	339220	Coral_33	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_44.unity	14799	558	left1	left1	3007041	Coral_35b	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_44.unity	14800	947	right1	right1	3007089	Coral_26	left2	0	0	0	0
Assets/Scenes/Hornet/Coral_Judge_Arena.unity	5497	26	door2	Caravan_Set/Caravan/Active/door2	703440	Room_Caravan_Spa	left1	1	0	0	0
Assets/Scenes/Hornet/Coral_Judge_Arena.unity	5498	40	right1	right1	703488	Coral_10	left1	0	0	0	0
Assets/Scenes/Hornet/Coral_Judge_Arena.unity	5499	241	left1	left1	703536	Coral_32	right1	0	0	0	0
Assets/Scenes/Hornet/Coral_Judge_Arena.unity	5500	464	door_caravanTravelEnd	door_caravanTravelEnd	703584			0	0	0	1
Assets/Scenes/Hornet/Coral_Tower_01.unity	5192	470	left1	left1	544253	Coral_28	door1	0	0	0	0
Assets/Scenes/Hornet/Coral_Tower_01.unity	5193	1125	door_wakeOnGround	Memory Group/door_wakeOnGround	544301			0	0	0	0
Assets/Scenes/Hornet/Cradle_01.unity	2105	295	left1	left1	166413	Cradle_02	right2	0	0	0	0
Assets/Scenes/Hornet/Cradle_01.unity	2106	328	right1	right1	166461	Tube_Hub	left4	0	0	0	0
Assets/Scenes/Hornet/Cradle_01_Destroyed.unity	3953	36	bot1	bot1	575180	Song_Tower_Destroyed	top1	0	0	0	0
Assets/Scenes/Hornet/Cradle_01_Destroyed.unity	3954	360	top1	top1	575228	Cradle_03_Destroyed	bot1	0	0	0	0
Assets/Scenes/Hornet/Cradle_02.unity	2898	117	right1	right1	161814	Cradle_03	left2	0	0	0	0
Assets/Scenes/Hornet/Cradle_02.unity	2899	231	left2	left2	161862	Cradle_02b	right1	0	0	0	0
Assets/Scenes/Hornet/Cradle_02.unity	2900	467	right2	right2	161910	Cradle_01	left1	0	0	0	0
Assets/Scenes/Hornet/Cradle_02b.unity	2935	473	right1	right1	255798	Cradle_02	left2	0	0	0	0
Assets/Scenes/Hornet/Cradle_03.unity	12803	876	left2	left2	1519727	Cradle_02	right1	0	0	0	0
Assets/Scenes/Hornet/Cradle_03.unity	12804	998	right2	right2	1519775	Tube_Hub	left3	0	0	0	0
Assets/Scenes/Hornet/Cradle_03_Destroyed.unity	5085	264	bot1	bot1	313942	Cradle_01_Destroyed	top1	0	0	0	0
Assets/Scenes/Hornet/Cradle_03_Destroyed.unity	5086	289	door1	door1	313990	Cradle_Destroyed_Challenge_02	left1	1	0	0	0
Assets/Scenes/Hornet/Cradle_Destroyed_Challenge_01.unity	17278	954	top1	top1	830699	Abandoned_town	bot1	0	0	0	0
Assets/Scenes/Hornet/Cradle_Destroyed_Challenge_01.unity	17279	1855	left1	left1	830747	Cradle_Destroyed_Challenge_Bench	right1	0	0	0	0
Assets/Scenes/Hornet/Cradle_Destroyed_Challenge_02.unity	7860	1214	top1	top1	472628	Cradle_Destroyed_Challenge_Bench	bot1	0	0	0	0
Assets/Scenes/Hornet/Cradle_Destroyed_Challenge_02.unity	7861	1323	left1	left1	472676	Cradle_03_Destroyed	door1	0	0	0	0
Assets/Scenes/Hornet/Cradle_Destroyed_Challenge_Bench.unity	1936	209	right1	right1	122883	Cradle_Destroyed_Challenge_01	left1	0	0	0	0
Assets/Scenes/Hornet/Cradle_Destroyed_Challenge_Bench.unity	1937	438	bot1	bot1	122931	Cradle_Destroyed_Challenge_02	top1	0	0	0	0
Assets/Scenes/Hornet/Cradle_Destroyed_Challenge_Bench.unity	1938	598	door1	Inspect Door/door1	122979	Abandoned_town	door1	1	0	0	1
Assets/Scenes/Hornet/Crawl_01.unity	12648	830	right1	right1	1287741	Aspid_01	left1	0	0	0	0
Assets/Scenes/Hornet/Crawl_01.unity	12649	1593	left1	left1	1287789	Crawl_02	right1	0	0	0	0
Assets/Scenes/Hornet/Crawl_02.unity	7222	57	right2	right2	694404	Crawl_04	left1	0	0	0	0
Assets/Scenes/Hornet/Crawl_02.unity	7223	78	right1	right1	694452	Crawl_01	left1	0	0	0	0
Assets/Scenes/Hornet/Crawl_02.unity	7224	357	left1	left1	694500	Crawl_03	right1	0	0	0	0
Assets/Scenes/Hornet/Crawl_02.unity	7225	396	right3	right3	694548	Crawl_06	left1	0	0	0	0
Assets/Scenes/Hornet/Crawl_02.unity	7226	493	left2	left2	694596	Crawl_03b	right1	0	0	0	0
Assets/Scenes/Hornet/Crawl_03.unity	12467	818	right1	right1	1565057	Crawl_02	left1	0	0	0	0
Assets/Scenes/Hornet/Crawl_03.unity	12468	1121	bot1	bot1	1565105	Crawl_03b	top1	0	0	0	0
Assets/Scenes/Hornet/Crawl_03.unity	12469	1282	top1	top1	1565153	Crawl_08	bot1	0	0	0	0
Assets/Scenes/Hornet/Crawl_03.unity	12470	1625	left1	left1	1565201	Crawl_05	right1	0	0	0	0
Assets/Scenes/Hornet/Crawl_03b.unity	5271	58	bot1	bot1	514424	Crawl_07	top1	0	0	0	0
Assets/Scenes/Hornet/Crawl_03b.unity	5272	432	right1	right1	514472	Crawl_02	left2	0	0	0	0
Assets/Scenes/Hornet/Crawl_03b.unity	5273	543	top1	top1	514520	Crawl_03	bot1	0	0	0	0
Assets/Scenes/Hornet/Crawl_04.unity	5053	320	right1	right1	339928	Aspid_01	left2	0	0	0	0
Assets/Scenes/Hornet/Crawl_04.unity	5054	639	left1	left1	339976	Crawl_02	right2	0	0	0	0
Assets/Scenes/Hornet/Crawl_05.unity	11136	886	right1	right1	1169029	Crawl_03	left1	0	0	0	0
Assets/Scenes/Hornet/Crawl_06.unity	3708	347	left1	left1	323940	Crawl_02	right3	0	0	0	0
Assets/Scenes/Hornet/Crawl_07.unity	5061	140	top1	top1	595657	Crawl_03b	bot1	0	0	0	0
Assets/Scenes/Hornet/Crawl_07.unity	5062	706	left1	left1	595705	Crawl_09	right1	0	0	0	0
Assets/Scenes/Hornet/Crawl_07.unity	5063	799	bot1	bot1	595753	Bonegrave	top1	0	0	0	0
Assets/Scenes/Hornet/Crawl_08.unity	2701	86	bot1	bot1	272223	Crawl_03	top1	0	0	0	0
Assets/Scenes/Hornet/Crawl_09.unity	10285	906	right1	right1	1454123	Crawl_07	left1	0	0	0	0
Assets/Scenes/Hornet/Crawl_09.unity	10286	1338	left1	left1	1454171	Crawl_10	right1	0	0	0	0
Assets/Scenes/Hornet/Crawl_10.unity	1758	296	right1	right1	167320	Crawl_09	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_01.unity	5758	122	right2	right2	541768	Bone_East_01	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_01.unity	5759	351	right1	right1	541816	Bone_East_05	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_01.unity	5760	401	left1	left1	541864	Dock_08	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_02.unity	18176	333	left2	left2	1689428	Dock_09	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_02.unity	18177	545	right1	right1	1689476	Dock_02b	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_02.unity	18178	1910	right3	right3	1689524	Dock_02b	left3	0	0	0	0
Assets/Scenes/Hornet/Dock_02.unity	18179	2062	left1	left1	1689572	Room_Forge	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_02.unity	18180	2779	right2	right2	1689620	Dock_02b	left2	0	0	0	0
Assets/Scenes/Hornet/Dock_02b.unity	16102	767	right1	right1	1629381	Dock_03	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_02b.unity	16103	1249	left3	left3	1629429	Dock_02	right3	0	0	0	0
Assets/Scenes/Hornet/Dock_02b.unity	16104	1505	left1	left1	1629477	Dock_02	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_02b.unity	16105	1826	left2	left2	1629525	Dock_02	right2	0	0	0	0
Assets/Scenes/Hornet/Dock_02b.unity	16106	2150	right2	right2	1629573	Dock_03c	left2	0	0	0	0
Assets/Scenes/Hornet/Dock_03.unity	13325	356	left1	left1	1397857	Dock_02b	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_03.unity	13326	640	bot1	bot1	1397905	Dock_03c	top2	0	0	1	0
Assets/Scenes/Hornet/Dock_03.unity	13327	2021	right1	right1	1397953	Dock_03b	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_03b.unity	2881	66	left1	left1	149372	Dock_03	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_03b.unity	2882	541	right1	right1	149420	Bone_East_07	left3	0	0	0	0
Assets/Scenes/Hornet/Dock_03c.unity	15640	378	top2	top2	1437755	Dock_03	bot1	0	0	0	0
Assets/Scenes/Hornet/Dock_03c.unity	15641	2215	top1	top1	1437803	Dock_03d	bot1	0	0	0	0
Assets/Scenes/Hornet/Dock_03c.unity	15642	2282	left2	left2	1437851	Dock_02b	right2	0	0	0	0
Assets/Scenes/Hornet/Dock_03d.unity	3754	103	bot1	bot1	242939	Dock_03c	top1	0	0	0	0
Assets/Scenes/Hornet/Dock_04.unity	6026	41	left1	left1	748462	Dock_06_Church	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_04.unity	6027	205	right3	right3	748510	Dock_10	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_04.unity	6028	303	right2	right2	748558	Bone_East_13	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_04.unity	6029	433	right1	right1	748606	Room_Forge	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_05.unity	2111	203	left1	left1	300141	Bone_East_01	right2	0	0	0	0
Assets/Scenes/Hornet/Dock_06_Church.unity	4982	515	right1	right1	336999	Dock_04	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_06_Church.unity	4983	623	bot1	bot1	337047	Abyss_09	top1	0	0	0	0
Assets/Scenes/Hornet/Dock_08.unity	7153	256	left1	left1	851317	Bone_09	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_08.unity	7154	262	left2	left2	851365	Bone_09	right2	0	0	0	0
Assets/Scenes/Hornet/Dock_08.unity	7155	695	right1	right1	851413	Dock_01	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_09.unity	6185	414	right1	right1	709625	Dock_02	left2	0	0	0	0
Assets/Scenes/Hornet/Dock_09.unity	6186	510	left1	left1	709673	Dock_15	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_10.unity	1433	27	left1	left1	162203	Dock_04	right3	0	0	0	0
Assets/Scenes/Hornet/Dock_10.unity	1434	84	right1	right1	162251	Dock_15	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_11.unity	30222	250	right1	right1	3444689	Dock_12	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_11.unity	30223	1297	left1	left1	3444737	Dock_15	right3	0	0	0	0
Assets/Scenes/Hornet/Dock_12.unity	3476	60	left1	left1	216794	Dock_11	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_12.unity	3477	286	door1	Diving Bell/States/Standard/door1	216842	Room_Diving_Bell	left1	1	0	0	0
Assets/Scenes/Hornet/Dock_12.unity	3478	618	door1	Diving Bell/States/Repair/Upgraded/door1	216890	Room_Diving_Bell	left1	1	0	0	0
Assets/Scenes/Hornet/Dock_13.unity	3313	90	right1	right1	395961	Dock_15	left2	0	0	0	0
Assets/Scenes/Hornet/Dock_14.unity	1734	90	left1	left1	268735	Dock_15	right2	0	0	0	0
Assets/Scenes/Hornet/Dock_15.unity	3642	49	left1	left1	288266	Dock_10	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_15.unity	3643	54	right2	right2	288314	Dock_14	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_15.unity	3644	147	left2	left2	288362	Dock_13	right1	0	0	0	0
Assets/Scenes/Hornet/Dock_15.unity	3645	174	right1	right1	288410	Dock_09	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_15.unity	3646	275	right3	right3	288458	Dock_11	left1	0	0	0	0
Assets/Scenes/Hornet/Dock_16.unity	4381	76	right1	right1	536126	Bellway_02	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_01.unity	10069	1075	left1	left1	750783	Greymoor_03	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_01.unity	10070	1360	right1	right1	750831	Dust_02	left2	0	0	0	0
Assets/Scenes/Hornet/Dust_02.unity	12785	559	right3	right3	803496	Dust_03	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_02.unity	12786	1081	right2	right2	803544	Dust_04	left2	0	0	0	0
Assets/Scenes/Hornet/Dust_02.unity	12787	1481	left2	left2	803592	Dust_01	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_02.unity	12788	1580	top1	top1	803640	Dust_05	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_02.unity	12789	1602	left1	left1	803688	Dust_10	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_02.unity	12790	1882	right1	right1	803736	Dust_04	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_03.unity	11980	145	top1	top1	1218033	Dust_Chef	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_03.unity	11981	993	bot1	bot1	1218081	Dust_Barb	top1	0	0	1	0
Assets/Scenes/Hornet/Dust_03.unity	11982	1128	left1	left1	1218129	Dust_02	right3	0	0	0	0
Assets/Scenes/Hornet/Dust_04.unity	9904	692	right1	right1	697296	Dust_Chef	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_04.unity	9905	753	door1	door1	697344	Dust_Shack	left1	1	0	0	0
Assets/Scenes/Hornet/Dust_04.unity	9906	1257	left2	left2	697392	Dust_02	right2	0	0	0	0
Assets/Scenes/Hornet/Dust_04.unity	9907	1367	left1	left1	697440	Dust_02	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_05.unity	17714	1051	bot1	bot1	1322376	Dust_02	top1	0	0	0	0
Assets/Scenes/Hornet/Dust_05.unity	17715	2205	left1	left1	1322424	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_05.unity	17716	2580	right1	right1	1322472	Dust_06	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_06.unity	14830	586	right3	right3	804836	Dust_12	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_06.unity	14831	1363	right2	right2	804884	Dust_11	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_06.unity	14832	2518	left1	left1	804932	Dust_05	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_06.unity	14833	2995	right1	right1	804980	Shadow_05	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_09.unity	9970	17	door2	door2	596270	Organ_01	left2	1	0	0	0
Assets/Scenes/Hornet/Dust_09.unity	9971	421	left2	left2	596318	'[dynamic]'	right	0	0	0	0
Assets/Scenes/Hornet/Dust_09.unity	9972	468	right1	right1	596366	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_09.unity	9973	809	door1	door1	596414	Organ_01	left1	1	0	0	0
Assets/Scenes/Hornet/Dust_10.unity	13004	458	right1	right1	815963	Dust_02	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_11.unity	11920	1306	bot1	bot1	1209441	Greymoor_17	top1	0	0	0	1
Assets/Scenes/Hornet/Dust_11.unity	11921	1368	left1	left1	1209489	Dust_06	right2	0	0	0	0
Assets/Scenes/Hornet/Dust_12.unity	3017	434	left1	left1	199362	Dust_06	right3	0	0	0	0
Assets/Scenes/Hornet/Dust_Barb.unity	2727	129	top1	top1	194848	Dust_03	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Chef.unity	6792	827	bot1	bot1	501674	Dust_03	top1	0	0	0	0
Assets/Scenes/Hornet/Dust_Chef.unity	6793	906	left1	left1	501722	Dust_04	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_01.unity	9199	463	top1	top1	644342	'[dynamic]'	bot1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_01.unity	9200	883	right1	right1	644390	'[dynamic]'	left1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_01.unity	9201	915	left1	left1	644438	'[dynamic]'	right1	0	0	0	0
Assets/Scenes/Hornet/Dust_Maze_02.unity	11263	297	top1	top1	706901	'[dynamic]'	bot1	0	0	0	0
