source	component_id	owner_id	clip_index	clip_name	line	fps	wrap_mode	loop_start	frame_count	event_frames_zero_based	collection_guids
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	114724804207875695	1709254077376921	15	Sleep 2	525	30	6	0	1		d2ea868508b433544b0dcf163ca7c5f4
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	114724804207875695	1709254077376921	16	Wake	536	12	2	0	2		d2ea868508b433544b0dcf163ca7c5f4
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	114724804207875695	1709254077376921	17	Pray	553	12	1	3	6		d2ea868508b433544b0dcf163ca7c5f4
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	114724804207875695	1709254077376921	18	Pray End Q	594	12	2	1	2		d2ea868508b433544b0dcf163ca7c5f4
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	114724804207875695	1709254077376921	19	Preacher Pray	611	12	1	2	5		d2ea868508b433544b0dcf163ca7c5f4
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	114724804207875695	1709254077376921	20	Jump In	646	12	2	0	4		d2ea868508b433544b0dcf163ca7c5f4
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	114724804207875695	1709254077376921	21	Death Land Cloakless	675	30	6	0	1		d2ea868508b433544b0dcf163ca7c5f4
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	114724804207875695	1709254077376921	22	Startle	686	12	2	3	6		d2ea868508b433544b0dcf163ca7c5f4
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	0	Antic	48	12	2	0	1		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	1	Attack Antic	59	12	2	0	6		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	2	Walk	100	12	0	0	7		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	3	Death Air	147	12	0	0	3		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	4	Death Land	170	12	2	0	4		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	5	Pray	199	12	1	2	6		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	6	Turn	240	12	2	0	2		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	7	Attack	257	12	2	0	3		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	8	Pray End	280	12	2	0	3		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	9	Land	303	12	2	0	2		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	10	Pray End Q	320	12	2	0	2		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	11	Ambush	337	12	2	0	10	6	7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	12	Attack Air	402	12	2	0	1		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	13	Attack Land	413	12	2	0	4		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	14	Spawn Wake	442	12	2	2	8		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	15	LandToAttack	495	12	2	0	5		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	16	Corpse Wake	530	12	2	0	4		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	17	TurnToAttack	559	12	2	0	5		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	18	Corpse Spawn	594	12	2	0	1		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	19	Corpse Land	605	12	2	0	3		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	20	Run	628	25	0	0	7		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	21	Run Antic	675	12	2	0	1		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	22	Death Sandy	686	30	6	0	1		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	23	Death Land Cloakless	697	12	2	0	1		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	114724804207875695	1709254077376921	24	Fall	708	12	2	0	2		7305623d46cfc4d44bf1c4619ba1e9c2
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	0	Antic	48	12	2	0	3		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	1	Death Air	71	12	0	0	3		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	2	Death Land	94	12	2	0	4		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	3	Fly	123	12	0	0	5		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	4	Pray	158	12	1	1	3		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	5	Pray End	181	12	2	0	1		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	6	Throw	192	12	2	0	4		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	7	TurnToFly	221	12	1	4	9		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	8	Startle	280	12	2	0	3		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	9	Throw Antic	303	12	2	1	8		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	10	Sleep	356	30	6	0	1		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	11	Wake	372	12	2	0	3		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	12	Death Land Air	395	12	0	0	2		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	13	Preacher Pray	412	12	1	1	3		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	14	Fly In	435	12	0	0	5		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	15	Fly In Instant	470	12	0	0	5		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	16	Evade	505	12	2	0	5	1	01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	114724804207875695	1709254077376921	17	Throw Antic Quick	540	15	2	1	6		01559cfcd3146cb46a7b28adc927cc80
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	0	Ambush	48	12	2	0	5	4	e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	1	Antic	83	12	2	0	1		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	2	Attack Antic	94	12	2	0	4		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	3	Attack	123	12	2	0	3		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	4	Attack Air	146	12	2	0	1		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	5	Attack Land	157	12	2	0	11		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	6	Death Air	228	12	0	0	3		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	7	Death Land	251	12	2	0	4		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	8	Land	280	12	2	0	2		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	9	Pray	297	12	1	2	5		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	10	Pray End	332	12	2	2	1		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	11	Pray End Q	343	12	2	2	1		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	12	Turn	354	18	2	0	2		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	13	Walk	371	12	0	0	8		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	14	Brush Idle	424	12	0	0	5		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	15	Startle	459	12	2	2	7		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	114724804207875695	1709254077376921	16	TurnToStartle	506	12	2	2	8		e985d4e2873376c44adb6fc291567aff
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	0	Attack Antic	48	12	1	1	3		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	1	Attack Start	71	15	2	0	4		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	2	Death Air	100	15	1	1	5		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	3	Death Land	135	12	2	0	3		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	4	Idle	158	12	0	0	4		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	5	Turn	187	12	2	0	5		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	6	Hop	222	12	1	1	5		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	7	Attack	257	18	1	1	4		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	8	Land	286	12	2	0	3		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	9	Attack Bounce	309	12	2	0	5		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	10	Ambush Out	344	15	0	0	3		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	11	Sing	367	12	1	2	6		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	12	Sing End	408	12	2	1	2		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	13	Death Land Cloakless	425	12	2	0	1		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	114724804207875695	1709254077376921	14	Attack Land	436	12	2	0	3		86c34c9ebe440e8479f7412634907508
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	0	Attack	48	12	0	0	3		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	1	Pray End	71	12	2	0	1		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	2	Attack End	82	12	2	0	3		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	3	Death Air	105	12	2	0	4		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	4	Death Land	134	12	2	0	3		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	5	Fly	157	12	0	0	7		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	6	Sleep 1	204	30	6	0	1		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	7	TurnToFly	215	12	1	3	10		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	8	Sleep 2	280	30	6	0	1		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	9	Pray	291	12	1	1	4		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	10	Wake	320	12	2	0	6		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	11	Antic	361	12	1	3	5		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	12	Follow	396	12	0	0	7		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	13	Death Land Air	443	12	1	1	3		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	14	Preacher Pray	466	12	0	0	3		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	15	Stage Sleep	489	30	6	0	1		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	16	Bonk	500	12	2	0	6		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	17	Startle	541	12	2	0	6		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	114724804207875695	1709254077376921	18	Death Land Cloakless	582	30	6	0	1		7b377f5d85b1fb942bdd890d1d08a944
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	0	Jump Antic	48	12	2	0	5		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	1	Jump Loop	83	12	0	0	3		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	2	Death Air	106	12	0	0	3		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	3	Death Land	129	12	2	0	3		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	4	Idle	152	12	0	0	7		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	5	Walk	199	12	0	0	10		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	6	Turn	264	12	2	0	2		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	7	Stomp Fall	281	12	0	0	1		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	8	Stomp Land	292	12	2	0	5		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	9	Ambush	327	12	2	0	8	2	93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	10	Sing	380	12	1	2	5		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	11	Thread Idle	415	12	0	0	7		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	12	Recover	462	12	2	0	3		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	13	Death Land Cloakless	490	12	2	0	1		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	14	Battle Ready	501	12	1	3	10		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	114724804207875695	1709254077376921	15	Sing End	566	12	2	1	2		93d1250638f3b254180a717fc759d3d6
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	0	Antic	48	12	2	0	2		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	1	Throw Antic	65	12	1	1	4		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	2	Throw	94	12	2	0	4		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	3	Death Air	123	30	6	0	1		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	4	Death Land	134	12	2	0	7		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	5	Idle	181	12	0	0	6		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	6	Pray	222	12	0	0	3		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	7	Walk	245	12	0	0	10		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	8	Turn	310	12	2	0	2		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	9	Land	327	15	2	0	1		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	10	Leap	338	12	0	0	3		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	11	Bell	361	20	0	0	6		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	12	Pray End	402	12	2	0	3		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	13	Pray End Q	425	12	2	0	3		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	14	Ambush	448	15	2	0	9	4	a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	15	Leap F	507	12	2	0	4		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	114724804207875695	1709254077376921	16	Death Land Cloakless	536	12	2	0	1		a6584ea9581f43048b261de6afa3e519
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	0	Walk	48	12	0	0	8		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	1	Fly Down	101	12	1	1	4		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	2	Fly Up	130	12	0	0	3		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	3	Fly Antic	153	12	2	0	4		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	4	TurnToIdle	182	12	1	2	7		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	5	Idle	229	12	0	0	5		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	6	TurnToWalk	264	12	1	2	10		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	7	Land	329	12	2	0	4		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	8	Death Air	358	12	0	0	3		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	114724804207875695	1709254077376921	9	Death Land	381	12	2	0	5		43835ccb7eb36344882473ca9f70f370
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	0	Idle	48	12	0	1	3		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	1	Fly Up	71	12	0	0	3		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	2	TurnToIdle	94	12	1	3	6		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	3	Throw	135	12	2	0	4		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	4	Throw Antic	164	13	2	0	8		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	5	Pole Throw	217	15	0	0	2		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	6	Death Pole	234	30	0	0	1		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	7	Pole Thunk	245	15	2	0	4		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	8	Aggro	274	12	0	0	5		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	9	Rest	309	12	0	0	11		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	10	Fly Up Antic	380	12	2	0	4		fe9b88a35be9beb4b95d78991243a502
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	114724804207875695	1709254077376921	11	TurnToAggro	409	12	1	2	7		fe9b88a35be9beb4b95d78991243a502
